Resistance per unit length (ohm/um): 0.0165
Capacitance per unit length (F/um): 1.8400e-016
Sink node capacitance (F): 2.500000e-016
Buffer output resistance (ohm): 0.01
Sinkcount: 3101
Nodecount: 10491

%thisnode  parnode  lcnode  rcnode  length(um)  xloc(um)  yloc(um)

1 3304 -1 -1 316.400000 60633.000000 84751.000000
2 3727 -1 -1 694.100000 79797.000000 86276.000000
3 6202 -1 -1 2234.670000 100135.000000 87280.000000
4 3638 -1 -1 426.100000 83469.000000 89962.000000
5 3871 -1 -1 913.300000 78960.000000 104581.000000
6 6203 -1 -1 58.920000 60005.000000 104617.000000
7 3839 -1 -1 1001.800000 40711.000000 97428.000000
8 3711 -1 -1 501.900000 40277.000000 100692.000000
9 6204 -1 -1 144.440000 33848.000000 87823.000000
10 6205 -1 -1 386.750000 30214.000000 83871.000000
11 6206 -1 -1 473.000000 24534.000000 89568.000000
12 6207 -1 -1 408.830000 12381.000000 92685.000000
13 6208 -1 -1 260.000000 39857.000000 94378.000000
14 6209 -1 -1 74.050000 49941.000000 101107.000000
15 6210 -1 -1 363.790000 47314.000000 81960.000000
16 6211 -1 -1 408.000000 45044.000000 65598.000000
17 6212 -1 -1 702.850000 36787.000000 51686.000000
18 3761 -1 -1 662.400000 37980.000000 58785.000000
19 3174 -1 -1 228.300000 35065.000000 38118.000000
20 6213 -1 -1 708.000000 28086.000000 35312.000000
21 3662 -1 -1 560.100000 33670.000000 48354.000000
22 4015 -1 -1 1030.600000 43537.000000 27998.000000
23 6214 -1 -1 114.060000 37452.000000 46866.000000
24 6215 -1 -1 256.000000 38219.000000 54220.000000
25 6216 -1 -1 755.000000 26778.000000 37550.000000
26 4153 -1 -1 1390.900000 39768.000000 40084.000000
27 3691 -1 -1 782.900000 55440.000000 55929.000000
28 3144 -1 -1 140.400000 44705.000000 51509.000000
29 6217 -1 -1 1031.000000 32664.000000 65658.000000
30 4935 -1 -1 1588.800000 28024.000000 51500.000000
31 3106 -1 -1 46.500000 48552.000000 64275.000000
32 3800 -1 -1 695.400000 34685.000000 65321.000000
33 6218 -1 -1 379.000000 54941.000000 81817.000000
34 6219 -1 -1 470.000000 45689.000000 77629.000000
35 3234 -1 -1 212.200000 35550.000000 83619.000000
36 6220 -1 -1 30.000000 26852.000000 80954.000000
37 6221 -1 -1 201.500000 24751.000000 72274.000000
38 6222 -1 -1 92.000000 36895.000000 74467.000000
39 4018 -1 -1 1032.400000 48712.000000 86248.000000
40 10276 -1 -1 614.500000 60985.000000 72025.000000
41 6223 -1 -1 1024.590000 49079.000000 56566.000000
42 4349 -1 -1 1398.700000 48029.000000 48897.000000
43 6224 -1 -1 53.000000 58935.000000 39724.000000
44 3433 -1 -1 371.600000 79184.000000 42883.000000
45 6225 -1 -1 231.480000 94465.000000 57502.000000
46 6226 -1 -1 803.310000 109621.000000 42122.000000
47 6227 -1 -1 780.100000 105442.000000 46112.000000
48 6228 -1 -1 60.000000 119813.000000 40615.000000
49 4251 -1 -1 1929.100000 126457.000000 25309.000000
50 6229 -1 -1 315.000000 117047.000000 43519.000000
51 6230 -1 -1 112.000000 100822.000000 28573.000000
52 6231 -1 -1 797.540000 111625.000000 34031.000000
53 6232 -1 -1 966.140000 128735.000000 28783.000000
54 6233 -1 -1 2100.680000 142247.000000 22024.000000
55 6234 -1 -1 988.160000 129229.000000 8865.000000
56 6235 -1 -1 2927.130000 123520.000000 1754.000000
57 6236 -1 -1 462.000000 142389.000000 19079.000000
58 3268 -1 -1 218.500000 138864.000000 11783.000000
59 6237 -1 -1 339.000000 119884.000000 39760.000000
60 6238 -1 -1 115.000000 108225.000000 28290.000000
61 6239 -1 -1 500.550000 109680.000000 22290.000000
62 6240 -1 -1 42.000000 130323.000000 5483.000000
63 4295 -1 -1 2211.200000 135516.000000 30.000000
64 6241 -1 -1 592.250000 138390.000000 39571.000000
65 6242 -1 -1 257.860000 128175.000000 30007.000000
66 3821 -1 -1 691.700000 140039.000000 38686.000000
67 6243 -1 -1 891.520000 130930.000000 44569.000000
68 6244 -1 -1 770.000000 133192.000000 39375.000000
69 6245 -1 -1 835.000000 119349.000000 38453.000000
70 6246 -1 -1 283.500000 138786.000000 47494.000000
71 6247 -1 -1 80.000000 133431.000000 36528.000000
72 6248 -1 -1 870.000000 124055.000000 24439.000000
73 6249 -1 -1 269.220000 135956.000000 43879.000000
74 3139 -1 -1 150.700000 132074.000000 54014.000000
75 4204 -1 -1 1009.200000 135134.000000 38605.000000
76 6250 -1 -1 293.740000 114589.000000 17471.000000
77 6251 -1 -1 1978.350000 110559.000000 20452.000000
78 6252 -1 -1 654.000000 98410.000000 6153.000000
79 6253 -1 -1 158.000000 90116.000000 16220.000000
80 6254 -1 -1 557.000000 82510.000000 13910.000000
81 6255 -1 -1 566.250000 85721.000000 38869.000000
82 3950 -1 -1 1015.500000 71867.000000 29268.000000
83 6256 -1 -1 1555.140000 89222.000000 10415.000000
84 6257 -1 -1 321.080000 94249.000000 27302.000000
85 6258 -1 -1 730.820000 83590.000000 20783.000000
86 3483 -1 -1 600.000000 69310.000000 16584.000000
87 6259 -1 -1 650.350000 82012.000000 34055.000000
88 6260 -1 -1 460.280000 62321.000000 13279.000000
89 6261 -1 -1 576.770000 70310.000000 13936.000000
90 4249 -1 -1 1646.500000 83258.000000 27889.000000
91 3895 -1 -1 759.200000 88566.000000 16062.000000
92 6262 -1 -1 942.560000 96876.000000 17414.000000
93 4315 -1 -1 3244.900000 117686.000000 13055.000000
94 6263 -1 -1 1375.000000 105398.000000 39440.000000
95 6264 -1 -1 168.000000 92093.000000 25515.000000
96 4055 -1 -1 1077.200000 83898.000000 18975.000000
97 6265 -1 -1 607.180000 81120.000000 5958.000000
98 6266 -1 -1 2149.310000 60974.000000 8017.000000
99 6267 -1 -1 87.050000 73281.000000 37316.000000
100 6268 -1 -1 939.210000 90955.000000 44499.000000
101 6269 -1 -1 716.580000 84562.000000 35467.000000
102 6270 -1 -1 1593.960000 93599.000000 56051.000000
103 6271 -1 -1 418.810000 86525.000000 75676.000000
104 6272 -1 -1 174.200000 65967.000000 61769.000000
105 6273 -1 -1 755.830000 59669.000000 56206.000000
106 6274 -1 -1 1073.000000 39222.000000 64016.000000
107 6275 -1 -1 1036.000000 21477.000000 47653.000000
108 6276 -1 -1 69.190000 41345.000000 32902.000000
